source,source_id,country,iso,start_date,end_date,deaths,displaced_or_affected,area_km2,latitude,longitude,cause,damage_usd_thousand,severity,match_group_id,notes,source_record_number,canonical_event_id,review_required,review_flags
EM-DAT,2000-0774-MYS,Malaysia,MYS,2000-11-21,2000-12-01,12.0,8000.0,,,,Flash flood,1000.0,,1803.0,,3724,match:1803.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0770-IDN,Indonesia,IDN,2000-11-28,2000-12-04,100.0,386021.0,,,,Riverine flood,34000.0,300.0,1803.0,,3726,match:1803.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1676,Indonesia,IDN,2000-11-30,2000-12-03,14.0,30000.0,6250.0,,,Heavy rain,,1.0,1803.0,,3729,match:1803.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1677,Indonesia,IDN,2000-12-03,2000-12-06,9.0,3000.0,590.0,,,Torrential rain,,2.0,1803.0,,3734,match:1803.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0791-IDN,Indonesia,IDN,2000-12-03,2000-12-06,38.0,39852.0,,,,Flash flood,,590.0,1803.0,,3735,match:1803.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1659,United States of America,USA,2000-11-02,2000-11-03,0.0,100.0,87.0,,,Heavy rain,,1.0,1812.0,,3698,match:1812.0,True,multiple_dfo_event_ids
DFO,DFO-1661,United States of America,USA,2000-11-02,2000-11-07,6.0,0.0,9655.0,,,,,1.0,1812.0,,3699,match:1812.0,True,multiple_dfo_event_ids
EM-DAT,2000-0865-USA,United States of America,USA,2000-11-02,2000-11-02,,100.0,,,,Riverine flood,20000.0,86.0,1812.0,,3700,match:1812.0,True,multiple_dfo_event_ids
EM-DAT,2000-0662-GBR,United Kingdom of Great Britain and Northern Ireland,GBR,2000-10-09,2000-11-12,3.0,40000.0,,,,Riverine flood,5900000.0,5300.0,1813.0,,3674,match:1813.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-1646,United Kingdom of Great Britain and Northern Ireland,GBR,2000-10-11,2000-10-14,0.0,1000.0,5378.0,,,Heavy rain,,1.0,1813.0,,3677,match:1813.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-1657,United Kingdom of Great Britain and Northern Ireland • Ireland,,2000-10-29,2000-10-30,13.0,6000.0,96950.0,,,Heavy rain,,2.0,1813.0,transboundary (2 countries),3695,match:1813.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-1653,Algeria • Morocco,,2000-10-22,2000-10-25,28.0,400.0,101502.0,,,Torrential rain,,1.0,1814.0,transboundary (2 countries),3689,match:1814.0,True,multiple_emdat_event_ids
EM-DAT,2000-0691-MAR,Morocco,MAR,2000-10-22,2000-10-25,,300.0,,,,Flash flood,,,1814.0,,3690,match:1814.0,True,multiple_emdat_event_ids
EM-DAT,2000-0692-DZA,Algeria,DZA,2000-10-22,2000-10-25,28.0,100.0,,,,Flash flood,,,1814.0,,3691,match:1814.0,True,multiple_emdat_event_ids
EM-DAT,2000-0408-VNM,Viet Nam,VNM,2000-07-01,2000-11-01,460.0,5000004.0,,,,Riverine flood,250000.0,1400.0,1819.0,,3596,match:1819.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1614,Thailand • Viet Nam,,2000-07-11,2000-08-10,33.0,25000.0,119920.0,,,Monsoonal rain,,1.0,1819.0,transboundary (2 countries),3603,match:1819.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1622,Viet Nam • Thailand,,2000-08-21,2000-08-28,14.0,400500.0,78306.0,,,Tropical cyclone,,1.0,1819.0,transboundary (2 countries),3628,match:1819.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1629,Cambodia • Viet Nam,,2000-08-28,2000-09-01,1139.0,6574000.0,208158.0,,,Monsoonal rain,,2.0,1819.0,transboundary (2 countries),3634,match:1819.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0777-THA,Thailand,THA,2000-09-01,2000-09-01,9.0,12500.0,,,,Riverine flood,506.0,,1819.0,,3647,match:1819.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1645,Viet Nam,VNM,2000-10-10,2000-10-19,23.0,200000.0,71923.0,,,Monsoonal rain,,1.0,1819.0,,3675,match:1819.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1615,India,IND,2000-07-17,2000-07-30,140.0,0.0,107053.0,,,Monsoonal rain,,1.0,1820.0,,3606,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1616,India,IND,2000-07-31,2000-08-04,140.0,4000.0,12416.0,,,Torrential rain,,1.0,1820.0,,3613,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1617,India • Bangladesh,,2000-08-02,2000-08-30,637.0,10504000.0,326458.0,,,Monsoonal rain,,1.0,1820.0,transboundary (2 countries),3615,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0445-IND,India,IND,2000-08-02,2000-08-30,867.0,22000000.0,,,,Riverine flood,43000.0,300000.0,1820.0,,3616,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1623,India,IND,2000-08-23,2000-08-31,162.0,3000000.0,129460.0,,,Torrential rain,,2.0,1820.0,,3629,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0534-IND,India,IND,2000-08-23,2000-08-31,179.0,252016.0,,,,Flash flood,173000.0,129500.0,1820.0,,3630,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1626,India,IND,2000-08-29,2000-09-14,578.0,0.0,223178.0,,,Monsoonal rain,,1.0,1820.0,,3637,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1628,India,IND,2000-08-30,2000-09-01,40.0,5000.0,36854.0,,,Heavy rain,,1.0,1820.0,,3639,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0555-BGD,Bangladesh,BGD,2000-08-30,2000-08-30,1.0,12010.0,,,,Coastal flood,,,1820.0,,3640,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0617-BGD,Bangladesh,BGD,2000-09-01,2000-10-01,31.0,2467138.0,,,,Flash flood,500000.0,162.0,1820.0,,3645,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1641,India,IND,2000-09-18,2000-10-21,1468.0,24000000.0,155001.0,,,Monsoonal rain,,2.0,1820.0,,3660,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0610-IND,India,IND,2000-09-18,2000-10-21,884.0,24600000.0,,,,Riverine flood,691500.0,12680.0,1820.0,,3661,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1642,Nigeria • Bangladesh,,2000-09-20,2000-09-21,0.0,0.0,7725.0,,,Torrential rain,,1.0,1820.0,transboundary (2 countries),3666,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0620-NGA,Nigeria,NGA,2000-09-20,2000-09-21,,500.0,,,,Flash flood,4805.0,7700.0,1820.0,,3668,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0628-NGA,Nigeria,NGA,2000-09-23,2000-09-23,,1000.0,,,,Flood (General),,,1820.0,,3671,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0738-IND,India,IND,2000-10-19,2000-10-19,6.0,534035.0,,,,Flood (General),,309.0,1820.0,,3685,match:1820.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0549-RUS,Russian Federation,RUS,2000-08-28,2000-08-28,,1181.0,,,,Coastal flood,1622.0,,1828.0,,3636,match:1828.0,True,incompatible_date_intervals
DFO,DFO-1627,China • Russian Federation,,2000-08-30,2000-09-10,31.0,14140.0,81864.0,,,Tropical cyclone,,1.0,1828.0,transboundary (2 countries),3638,match:1828.0,True,incompatible_date_intervals
DFO,DFO-1619,Russian Federation,RUS,2000-07-30,2000-08-06,0.0,24000.0,192116.0,,,Heavy rain,,1.0,1833.0,,3610,match:1833.0,True,multiple_emdat_event_ids
EM-DAT,2000-0478-RUS,Russian Federation,RUS,2000-07-30,2000-08-06,2.0,24000.0,,,,Riverine flood,30000.0,192100.0,1833.0,,3611,match:1833.0,True,multiple_emdat_event_ids
EM-DAT,2000-0354-RUS,Russian Federation,RUS,2000-08-01,2000-08-01,,6000.0,,,,Coastal flood,7000.0,,1833.0,,3614,match:1833.0,True,multiple_emdat_event_ids
DFO,DFO-1605,China,CHN,2000-05-31,2000-06-19,94.0,8725.0,114036.0,,,Monsoonal rain,,2.0,1834.0,,3569,match:1834.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0302-CHN,China,CHN,2000-05-31,2000-06-19,34.0,154183.0,,,,Flash flood,22000.0,114000.0,1834.0,,3570,match:1834.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0330-CHN,China,CHN,2000-06-01,2000-06-01,4.0,15000.0,,,,Flash flood,,,1834.0,,3571,match:1834.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0376-CHN,China,CHN,2000-06-08,2000-06-08,33.0,300000.0,,,,Riverine flood,60000.0,,1834.0,,3582,match:1834.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1610,China,CHN,2000-06-17,2000-06-30,18.0,31000.0,75853.0,,,Monsoonal rain,,1.0,1834.0,,3589,match:1834.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0372-CHN,China,CHN,2000-06-17,2000-06-30,43.0,31010.0,,,,Riverine flood,19000.0,76000.0,1834.0,,3590,match:1834.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1613,China,CHN,2000-06-30,2000-07-10,65.0,88000.0,107668.0,,,Torrential rain,,1.0,1834.0,,3595,match:1834.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2000-0472-CHN,China,CHN,2000-07-11,2000-07-14,203.0,18214.0,,,,Flood (General),172000.0,,1834.0,,3605,match:1834.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1603,Bangladesh,BGD,2000-05-27,2000-06-19,36.0,10000.0,40363.0,,,Monsoonal rain,,1.0,1835.0,,3565,match:1835.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-1611,Bangladesh,BGD,2000-06-19,2000-06-26,14.0,20000.0,33982.0,,,Monsoonal rain,,1.0,1835.0,,3591,match:1835.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2000-0373-BGD,Bangladesh,BGD,2000-06-24,2000-06-24,11.0,200050.0,,,,Flash flood,,17000.0,1835.0,,3593,match:1835.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-1607,Chile,CHL,2000-06-05,2000-06-16,0.0,41000.0,84226.0,,,Heavy rain,,2.0,1838.0,,3577,match:1838.0,True,multiple_emdat_event_ids
EM-DAT,2000-0310-CHL,Chile,CHL,2000-06-05,2000-06-16,1.0,42000.0,,,,Riverine flood,,84000.0,1838.0,,3579,match:1838.0,True,multiple_emdat_event_ids
EM-DAT,2000-0375-CHL,Chile,CHL,2000-06-12,2000-06-26,15.0,139667.0,,,,Flash flood,30000.0,,1838.0,,3588,match:1838.0,True,multiple_emdat_event_ids
DFO,DFO-1602,Türkiye,TUR,2000-05-18,2000-05-24,2.0,0.0,17086.0,,,Heavy rain,,1.0,1840.0,,3560,match:1840.0,True,incompatible_date_intervals
EM-DAT,2000-0281-TUR,Türkiye,TUR,2000-05-27,2000-05-27,2.0,1000.0,,,,Riverine flood,40000.0,17000.0,1840.0,,3566,match:1840.0,True,incompatible_date_intervals
DFO,DFO-1597,United States of America,USA,2000-05-06,2000-05-09,3.0,1200.0,75334.0,,,Torrential rain,,2.0,1842.0,,3549,match:1842.0,True,multiple_emdat_event_ids
EM-DAT,2000-0232-USA,United States of America,USA,2000-05-06,2000-05-09,2.0,2000.0,,,,Flash flood,,,1842.0,,3550,match:1842.0,True,multiple_emdat_event_ids
EM-DAT,2000-0271-USA,United States of America,USA,2000-05-06,2000-05-09,1.0,300.0,,,,Flash flood,,,1842.0,,3551,match:1842.0,True,multiple_emdat_event_ids
DFO,DFO-1595,Romania • Hungary,,2000-04-05,2000-04-25,10.0,623.0,116230.0,,,Snowmelt,,2.0,1845.0,transboundary (2 countries),3537,match:1845.0,True,multiple_emdat_event_ids
EM-DAT,2000-0187-ROU,Romania,ROU,2000-04-05,2000-04-25,9.0,60431.0,,,,Riverine flood,100000.0,420.0,1845.0,,3538,match:1845.0,True,multiple_emdat_event_ids
EM-DAT,2000-0191-HUN,Hungary,HUN,2000-04-05,2000-04-25,1.0,2000.0,,,,Riverine flood,55000.0,2300.0,1845.0,,3539,match:1845.0,True,multiple_emdat_event_ids
EM-DAT,2000-0066-PHL,Philippines,PHL,2000-01-22,2000-01-22,,5250.0,,,,Coastal flood,,3.0,1851.0,,3505,match:1851.0,True,incompatible_date_intervals;multiple_emdat_event_ids
DFO,DFO-1584,Philippines,PHL,2000-01-28,2000-02-01,23.0,20000.0,16784.0,,,Torrential rain,,1.0,1851.0,,3510,match:1851.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,2000-0038-PHL,Philippines,PHL,2000-01-28,2000-02-01,50.0,153885.0,,,,Flash flood,4080.0,16700.0,1851.0,,3511,match:1851.0,True,incompatible_date_intervals;multiple_emdat_event_ids
DFO,DFO-1565,Viet Nam • Thailand,,1999-10-25,1999-11-09,632.0,1114000.0,232556.0,,,Tropical cyclone,,2.0,1865.0,transboundary (2 countries),3462,match:1865.0,True,multiple_emdat_event_ids
EM-DAT,1999-0427-THA,Thailand,THA,1999-10-25,1999-11-09,10.0,170000.0,,,,Coastal flood,,,1865.0,,3464,match:1865.0,True,multiple_emdat_event_ids
EM-DAT,1999-0428-VNM,Viet Nam,VNM,1999-10-25,1999-11-09,622.0,3504412.0,,,,Coastal flood,237000.0,947.0,1865.0,,3465,match:1865.0,True,multiple_emdat_event_ids
DFO,DFO-1546,Mexico,MEX,1999-09-07,1999-09-08,10.0,1400.0,126002.0,,,Tropical cyclone,,1.0,1866.0,,3430,match:1866.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1552,El Salvador,SLV,1999-09-10,1999-09-13,4.0,5000.0,19146.0,,,Heavy rain,,1.0,1866.0,,3433,match:1866.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0349-SLV,El Salvador,SLV,1999-09-10,1999-09-13,7.0,5450.0,,,,Riverine flood,1500.0,,1866.0,,3436,match:1866.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1558,Mexico • El Salvador,,1999-09-12,1999-10-12,160.0,268200.0,1159286.0,,,Tropical cyclone,,2.0,1866.0,transboundary (2 countries),3437,match:1866.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0391-MEX,Mexico,MEX,1999-09-12,1999-10-29,636.0,616060.0,,,,Coastal flood,451300.0,200.0,1866.0,,3440,match:1866.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1561,Mexico,MEX,1999-10-12,1999-10-29,425.0,300000.0,60540.0,,,Torrential rain,,2.0,1866.0,,3460,match:1866.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1575,Colombia,COL,1999-09-15,1999-12-15,0.0,771000.0,199850.0,,,Heavy rain,,1.0,1868.0,,3445,match:1868.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,1999-0372-COL,Colombia,COL,1999-10-04,1999-10-15,29.0,150040.0,,,,Flood (General),3.0,,1868.0,,3456,match:1868.0,True,incompatible_date_intervals;multiple_emdat_event_ids
EM-DAT,1999-0448-COL,Colombia,COL,1999-11-01,1999-11-01,3.0,1100.0,,,,Coastal flood,,,1868.0,,3474,match:1868.0,True,incompatible_date_intervals;multiple_emdat_event_ids
DFO,DFO-5152,Colombia,COL,2021-11-11,2021-11-14,3.0,1000.0,45000.0,,,Heavy rain,,1.5,187.0,,10686,match:187.0,True,incompatible_date_intervals;multiple_dfo_event_ids
DFO,DFO-5155,Colombia,COL,2021-11-19,2021-11-22,0.0,400.0,180.0,,,Heavy rain,,1.0,187.0,,10701,match:187.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,2021-0774-COL,Colombia,COL,2021-11-19,2021-11-20,,14000.0,,,,Flood (General),,,187.0,,10703,match:187.0,True,incompatible_date_intervals;multiple_dfo_event_ids
EM-DAT,1999-0315-GHA,Ghana,GHA,1999-09-01,1999-09-01,52.0,324602.0,,,,Riverine flood,21000.0,716.0,1871.0,,3421,match:1871.0,True,incompatible_date_intervals
DFO,DFO-1551,Ghana,GHA,1999-09-03,1999-09-13,1.0,9000.0,126691.0,,,Heavy rain,,1.0,1871.0,,3426,match:1871.0,True,incompatible_date_intervals
DFO,DFO-1521,China,CHN,1999-04-25,1999-06-29,49.0,830000.0,123894.0,,,Heavy rain,,1.0,1873.0,,3329,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0118-CHN,China,CHN,1999-04-25,1999-04-25,35.0,3000.0,,,,Flood (General),,,1873.0,,3330,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1512,China,CHN,1999-05-26,1999-06-23,11.0,0.0,73327.0,,,Heavy rain,,1.0,1873.0,,3342,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1515,China,CHN,1999-06-12,1999-06-19,27.0,100000.0,97849.0,,,Heavy rain,,1.0,1873.0,,3347,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1522,China,CHN,1999-06-23,1999-08-03,725.0,5530000.0,362134.0,,,Heavy rain,,1.0,1873.0,,3354,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0191-CHN,China,CHN,1999-06-23,1999-08-03,725.0,101024000.0,,,,Riverine flood,8100000.0,41000.0,1873.0,,3355,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0731-CHN,China,CHN,1999-07-03,1999-07-03,30.0,,,,,Flood (General),302000.0,,1873.0,,3363,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1529,China,CHN,1999-07-13,1999-07-15,2.0,0.0,35711.0,,,Heavy rain,,1.0,1873.0,,3376,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1536,China,CHN,1999-08-04,1999-08-07,8.0,24000.0,147170.0,,,Torrential rain,,1.0,1873.0,,3402,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1539,China,CHN,1999-08-12,1999-08-16,77.0,120000.0,104528.0,,,Torrential rain,,1.0,1873.0,,3409,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0733-CHN,China,CHN,1999-08-12,1999-08-14,199.0,1000000.0,,,,Flood (General),181200.0,,1873.0,,3410,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0735-CHN,China,CHN,1999-08-14,1999-08-14,43.0,5000.0,,,,Flood (General),24200.0,,1873.0,,3412,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1543,China,CHN,1999-08-21,1999-08-25,1.0,352.0,111159.0,,,Torrential rain,,1.0,1873.0,,3415,match:1873.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1517,Bangladesh,BGD,1999-06-21,1999-07-06,19.0,100000.0,71740.0,,,Torrential rain,,1.0,1875.0,,3351,match:1875.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0730-BGD,Bangladesh,BGD,1999-06-30,1999-07-20,82.0,,,,,Flood (General),,,1875.0,,3360,match:1875.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1527,Bangladesh • India,,1999-07-11,1999-08-03,356.0,33100003.0,132358.0,,,Monsoonal rain,,1.0,1875.0,transboundary (2 countries),3372,match:1875.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0213-IND,India,IND,1999-07-11,1999-08-03,325.0,5500000.0,,,,Riverine flood,,,1875.0,,3373,match:1875.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0225-BGD,Bangladesh,BGD,1999-07-11,1999-08-03,31.0,441270.0,,,,Riverine flood,,60.0,1875.0,,3374,match:1875.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0734-BGD,Bangladesh,BGD,1999-07-28,1999-08-05,,4000.0,,,,Flood (General),,,1875.0,,3384,match:1875.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1540,Bangladesh • India,,1999-08-11,1999-08-15,18.0,50000.0,66372.0,,,Heavy rain,,1.0,1875.0,transboundary (2 countries),3407,match:1875.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,1999-0277-BGD,Bangladesh,BGD,1999-08-11,1999-08-15,17.0,50050.0,,,,Riverine flood,,,1875.0,,3408,match:1875.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1534,Sudan,SDN,1999-08-01,1999-09-10,40.0,80000.0,167132.0,,,Heavy rain,,1.0,1878.0,,3389,match:1878.0,True,multiple_emdat_event_ids
EM-DAT,1999-0264-SDN,Sudan,SDN,1999-08-01,1999-09-10,36.0,100000.0,,,,Riverine flood,,,1878.0,,3391,match:1878.0,True,multiple_emdat_event_ids
EM-DAT,1999-0316-SDN,Sudan,SDN,1999-09-10,1999-09-10,,82000.0,,,,Riverine flood,,,1878.0,,3435,match:1878.0,True,multiple_emdat_event_ids
DFO,DFO-5145,India,IND,2021-11-06,2021-11-09,4.0,0.0,1000.0,,,Heavy rain,,1.0,188.0,,10681,match:188.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2021-0722-IND,India,IND,2021-11-06,2021-11-08,14.0,11000.0,,,,Flood (General),,,188.0,,10682,match:188.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5147,India,IND,2021-11-07,2021-11-11,14.0,11000.0,130370.0,,,Heavy rain,,1.5,188.0,,10685,match:188.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5153,India,IND,2021-11-16,2021-11-18,23.0,12000.0,262393.0,,,Dam/Levy break or release,,2.0,188.0,,10697,match:188.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-5156,India,IND,2021-11-18,2021-11-21,24.0,31827.0,38555.0,,,Dam/Levy break or release,,2.0,188.0,,10698,match:188.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
EM-DAT,2021-0748-IND,India,IND,2021-11-18,2021-11-19,62.0,74500.0,,,,Flood (General),,,188.0,,10700,match:188.0,True,incompatible_date_intervals;multiple_dfo_event_ids;multiple_emdat_event_ids
DFO,DFO-1533,Democratic People's Republic of Korea • Republic of Korea,,1999-07-30,1999-08-08,152.0,144000.0,45339.0,,,Tropical cyclone,,2.0,1880.0,transboundary (2 countries),3385,match:1880.0,True,multiple_emdat_event_ids
EM-DAT,1999-0247-KOR,Republic of Korea,KOR,1999-07-30,1999-08-08,64.0,30208.0,,,,Flash flood,332000.0,440.0,1880.0,,3386,match:1880.0,True,multiple_emdat_event_ids
EM-DAT,1999-0248-PRK,Democratic People's Republic of Korea,PRK,1999-07-30,1999-08-08,42.0,42135.0,,,,Flash flood,2000.0,1400.0,1880.0,,3387,match:1880.0,True,multiple_emdat_event_ids
DFO,DFO-1532,Viet Nam • Thailand,,1999-07-24,1999-08-05,46.0,52000.0,142576.0,,,Torrential rain,,2.0,1881.0,transboundary (2 countries),3381,match:1881.0,True,multiple_emdat_event_ids
EM-DAT,1999-0244-VNM,Viet Nam,VNM,1999-07-24,1999-08-05,40.0,115175.0,,,,Flash flood,19500.0,500.0,1881.0,,3382,match:1881.0,True,multiple_emdat_event_ids
EM-DAT,1999-0269-THA,Thailand,THA,1999-07-24,1999-08-05,7.0,90700.0,,,,Flash flood,13000.0,162.0,1881.0,,3383,match:1881.0,True,multiple_emdat_event_ids
EM-DAT,1999-0353-THA,Thailand,THA,1999-08-01,1999-08-01,,862.0,,,,Flash flood,,,1881.0,,3398,match:1881.0,True,multiple_emdat_event_ids
DFO,DFO-1525,Romania • Hungary,,1999-07-09,1999-07-16,16.0,3225.0,100811.0,,,Heavy rain,,1.0,1883.0,transboundary (2 countries),3368,match:1883.0,True,multiple_emdat_event_ids
EM-DAT,1999-0203-HUN,Hungary,HUN,1999-07-09,1999-07-16,8.0,42795.0,,,,Riverine flood,128400.0,700.0,1883.0,,3370,match:1883.0,True,multiple_emdat_event_ids
EM-DAT,1999-0231-ROU,Romania,ROU,1999-07-11,1999-07-16,15.0,4362.0,,,,Riverine flood,50000.0,100.0,1883.0,,3375,match:1883.0,True,multiple_emdat_event_ids
EM-DAT,1999-0230-ROU,Romania,ROU,1999-06-09,1999-06-25,19.0,4671.0,,,,Riverine flood,10000.0,229.0,1886.0,,3346,match:1886.0,True,multiple_emdat_event_ids
DFO,DFO-1516,Romania • Slovakia,,1999-06-22,1999-07-01,19.0,914.0,121165.0,,,Heavy rain,,2.0,1886.0,transboundary (2 countries),3352,match:1886.0,True,multiple_emdat_event_ids
EM-DAT,1999-0233-SVK,Slovakia,SVK,1999-06-22,1999-07-01,2.0,36148.0,,,,Riverine flood,113300.0,1132.0,1886.0,,3353,match:1886.0,True,multiple_emdat_event_ids
EM-DAT,1999-0193-MEX,Mexico,MEX,1999-06-12,1999-06-12,,1200.0,,,,Flood (General),,,1887.0,,3348,match:1887.0,True,incompatible_date_intervals;multiple_emdat_event_ids
